Series Code,Topic,Indicator Name,
GC.TAX.GSRV.VA.ZS,Public Sector: Government finance: Revenue,Taxes on goods and services (% value added of industry and services),
GC.TAX.IMPT.CN,Public Sector: Government finance: Revenue,Customs and other import duties (current LCU),
GC.TAX.IMPT.ZS,Public Sector: Government finance: Revenue,Customs and other import duties (% of tax revenue),
GC.TAX.INTT.CN,Public Sector: Government finance: Revenue,Taxes on international trade (current LCU),
GC.TAX.INTT.RV.ZS,Public Sector: Government finance: Revenue,Taxes on international trade (% of revenue),
GC.TAX.OTHR.CN,Public Sector: Government finance: Revenue,Other taxes (current LCU),
GC.TAX.OTHR.RV.ZS,Public Sector: Government finance: Revenue,Other taxes (% of revenue),
GC.TAX.TOTL.CN,Public Sector: Government finance: Revenue,Tax revenue (current LCU),
GC.TAX.TOTL.GD.ZS,Public Sector: Government finance: Revenue,Tax revenue (% of GDP),
GC.TAX.YPKG.CN,Public Sector: Government finance: Revenue,"Taxes on income, profits and capital gains (current LCU)",
GC.TAX.YPKG.RV.ZS,Public Sector: Government finance: Revenue,"Taxes on income, profits and capital gains (% of revenue)",
GC.TAX.YPKG.ZS,Public Sector: Government finance: Revenue,"Taxes on income, profits and capital gains (% of total taxes)",
GC.XPN.COMP.CN,Public Sector: Government finance: Expense,Compensation of employees (current LCU),
GC.XPN.COMP.ZS,Public Sector: Government finance: Expense,Compensation of employees (% of expense),
GC.XPN.GSRV.CN,Public Sector: Government finance: Expense,Goods and services expense (current LCU),
GC.XPN.GSRV.ZS,Public Sector: Government finance: Expense,Goods and services expense (% of expense),
GC.XPN.INTP.CN,Public Sector: Government finance: Expense,Interest payments (current LCU),
GC.XPN.INTP.RV.ZS,Public Sector: Government finance: Expense,Interest payments (% of revenue),
GC.XPN.INTP.ZS,Public Sector: Government finance: Expense,Interest payments (% of expense),
GC.XPN.OTHR.CN,Public Sector: Government finance: Expense,Other expense (current LCU),
GC.XPN.OTHR.ZS,Public Sector: Government finance: Expense,Other expense (% of expense),
GC.XPN.TOTL.CN,Public Sector: Government finance: Expense,Expense (current LCU),
GC.XPN.TOTL.GD.ZS,Public Sector: Government finance: Expense,Expense (% of GDP),
GC.XPN.TRFT.CN,Public Sector: Government finance: Expense,Subsidies and other transfers (current LCU),
GC.XPN.TRFT.ZS,Public Sector: Government finance: Expense,Subsidies and other transfers (% of expense),
IC.BUS.DFRN.XQ,Private Sector & Trade: Business environment,Distance to frontier score (0=lowest performance to 100=frontier),
IC.BUS.DISC.XQ,Private Sector & Trade: Business environment,Business extent of disclosure index (0=less disclosure to 10=more disclosure),
IC.BUS.EASE.XQ,Private Sector & Trade: Business environment,Ease of doing business index (1=most business-friendly regulations),
IC.BUS.NDNS.ZS,Private Sector & Trade: Business environment,"New business density (new registrations per 1,000 people ages 15-64)",
IC.BUS.NREG,Private Sector & Trade: Business environment,New businesses registered (number),
IC.CRD.INFO.XQ,Private Sector & Trade: Business environment,Depth of credit information index (0=low to 8=high),
IC.CRD.PRVT.ZS,Private Sector & Trade: Business environment,Private credit bureau coverage (% of adults),
IC.CRD.PUBL.ZS,Private Sector & Trade: Business environment,Public credit registry coverage (% of adults),
IC.CUS.DURS.EX,Private Sector & Trade: Business environment,Average time to clear exports through customs (days),
IC.ELC.DURS,Private Sector & Trade: Business environment,Delay in obtaining an electrical connection (days),
IC.ELC.OUTG,Private Sector & Trade: Business environment,Power outages in firms in a typical month (number),
IC.ELC.TIME,Private Sector & Trade: Business environment,Time required to get electricity (days),
IC.EXP.COST.CD,Private Sector & Trade: Business environment,Cost to export (US$ per container),
IC.EXP.DOCS,Private Sector & Trade: Trade facilitation,Documents to export (number),
IC.EXP.DURS,Private Sector & Trade: Trade facilitation,Time to export (days),
IC.FRM.BKWC.ZS,Private Sector & Trade: Business environment,Firms using banks to finance working capital (% of firms),
IC.FRM.BNKS.ZS,Private Sector & Trade: Business environment,Firms using banks to finance investment (% of firms),
IC.FRM.BRIB.ZS,Private Sector & Trade: Business environment,Bribery incidence (% of firms experiencing at least one bribe payment request),
IC.FRM.CMPU.ZS,Private Sector & Trade: Business environment,Firms competing against unregistered firms (% of firms),
IC.FRM.CORR.ZS,Private Sector & Trade: Business environment,Informal payments to public officials (% of firms),
IC.FRM.CRIM.ZS,Private Sector & Trade: Business environment,"Losses due to theft, robbery, vandalism, and arson (% sales)",
IC.FRM.DURS,Private Sector & Trade: Business environment,Time required to obtain an operating license (days),
IC.FRM.FEMM.ZS,Private Sector & Trade: Business environment,Firms with female top manager (% of firms),
IC.FRM.FEMO.ZS,Private Sector & Trade: Business environment,Firms with female participation in ownership (% of firms),
IC.FRM.FREG.ZS,Private Sector & Trade: Business environment,Firms formally registered when operations started (% of firms),
IC.FRM.INFM.ZS,Private Sector & Trade: Business environment,Firms that do not report all sales for tax purposes (% of firms),
IC.FRM.ISOC.ZS,Private Sector & Trade: Business environment,Internationally-recognized quality certification (% of firms),
IC.FRM.OUTG.ZS,Private Sector & Trade: Business environment,Value lost due to electrical outages (% of sales),
IC.FRM.TRNG.ZS,Private Sector & Trade: Business environment,Firms offering formal training (% of firms),
IC.GOV.DURS.ZS,Private Sector & Trade: Business environment,Time spent dealing with the requirements of government regulations (% of senior management time),
IC.IMP.COST.CD,Private Sector & Trade: Business environment,Cost to import (US$ per container),
IC.IMP.DOCS,Private Sector & Trade: Trade facilitation,Documents to import (number),
IC.IMP.DURS,Private Sector & Trade: Trade facilitation,Time to import (days),
IC.ISV.DURS,Private Sector & Trade: Business environment,Time to resolve insolvency (years),
IC.LGL.CRED.XQ,Private Sector & Trade: Business environment,Strength of legal rights index (0=weak to 12=strong),
IC.LGL.DURS,Private Sector & Trade: Business environment,Time required to enforce a contract (days),
IC.PRP.DURS,Private Sector & Trade: Business environment,Time required to register property (days),
IC.PRP.PROC,Private Sector & Trade: Business environment,Procedures to register property (number),
IC.REG.COST.PC.ZS,Private Sector & Trade: Business environment,Cost of business start-up procedures (% of GNI per capita),
IC.REG.DURS,Private Sector & Trade: Business environment,Time required to start a business (days),
IC.REG.PROC,Private Sector & Trade: Business environment,Start-up procedures to register a business (number),
IC.TAX.DURS,Private Sector & Trade: Business environment,Time to prepare and pay taxes (hours),
IC.TAX.GIFT.ZS,Private Sector & Trade: Business environment,Firms expected to give gifts in meetings with tax officials (% of firms),
IC.TAX.LABR.CP.ZS,Private Sector & Trade: Business environment,Labor tax and contributions (% of commercial profits),
IC.TAX.METG,Private Sector & Trade: Business environment,Number of visits or required meetings with tax officials,
IC.TAX.OTHR.CP.ZS,Private Sector & Trade: Business environment,Other taxes payable by businesses (% of commercial profits),
IC.TAX.PAYM,Private Sector & Trade: Business environment,Tax payments (number),
IC.TAX.PRFT.CP.ZS,Private Sector & Trade: Business environment,Profit tax (% of commercial profits),
IC.TAX.TOTL.CP.ZS,Private Sector & Trade: Business environment,Total tax rate (% of commercial profits),
IC.WRH.DURS,Private Sector & Trade: Business environment,Time required to build a warehouse (days),
IC.WRH.PROC,Private Sector & Trade: Business environment,Procedures to build a warehouse (number),
IE.PPI.ENGY.CD,Private Sector & Trade: Private infrastructure investment,Investment in energy with private participation (current US$),
IE.PPI.TELE.CD,Private Sector & Trade: Private infrastructure investment,Investment in telecoms with private participation (current US$),
IE.PPI.TRAN.CD,Private Sector & Trade: Private infrastructure investment,Investment in transport with private participation (current US$),
IE.PPI.WATR.CD,Private Sector & Trade: Private infrastructure investment,Investment in water and sanitation with private participation (current US$),
IP.JRN.ARTC.SC,Infrastructure: Technology,Scientific and technical journal articles,
IP.PAT.NRES,Infrastructure: Technology,"Patent applications, nonresidents",
IP.PAT.RESD,Infrastructure: Technology,"Patent applications, residents",
IP.TMK.NRES,Infrastructure: Technology,"Trademark applications, direct nonresident",
IP.TMK.RESD,Infrastructure: Technology,"Trademark applications, direct resident",
IP.TMK.TOTL,Infrastructure: Technology,"Trademark applications, total",
IQ.CPA.BREG.XQ,Public Sector: Policy & institutions,CPIA business regulatory environment rating (1=low to 6=high),
IQ.CPA.DEBT.XQ,Public Sector: Policy & institutions,CPIA debt policy rating (1=low to 6=high),
IQ.CPA.ECON.XQ,Public Sector: Policy & institutions,CPIA economic management cluster average (1=low to 6=high),
IQ.CPA.ENVR.XQ,Public Sector: Policy & institutions,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),
IQ.CPA.FINQ.XQ,Public Sector: Policy & institutions,CPIA quality of budgetary and financial management rating (1=low to 6=high),
IQ.CPA.FINS.XQ,Public Sector: Policy & institutions,CPIA financial sector rating (1=low to 6=high),
IQ.CPA.FISP.XQ,Public Sector: Policy & institutions,CPIA fiscal policy rating (1=low to 6=high),
IQ.CPA.GNDR.XQ,Public Sector: Policy & institutions,CPIA gender equality rating (1=low to 6=high),
IQ.CPA.HRES.XQ,Public Sector: Policy & institutions,CPIA building human resources rating (1=low to 6=high),
IQ.CPA.IRAI.XQ,Public Sector: Policy & institutions,IDA resource allocation index (1=low to 6=high),
IQ.CPA.MACR.XQ,Public Sector: Policy & institutions,CPIA macroeconomic management rating (1=low to 6=high),
IQ.CPA.PADM.XQ,Public Sector: Policy & institutions,CPIA quality of public administration rating (1=low to 6=high),
IQ.CPA.PRES.XQ,Public Sector: Policy & institutions,CPIA equity of public resource use rating (1=low to 6=high),
IQ.CPA.PROP.XQ,Public Sector: Policy & institutions,CPIA property rights and rule-based governance rating (1=low to 6=high),
IQ.CPA.PROT.XQ,Public Sector: Policy & institutions,CPIA social protection rating (1=low to 6=high),
IQ.CPA.PUBS.XQ,Public Sector: Policy & institutions,CPIA public sector management and institutions cluster average (1=low to 6=high),
IQ.CPA.REVN.XQ,Public Sector: Policy & institutions,CPIA efficiency of revenue mobilization rating (1=low to 6=high),
IQ.CPA.SOCI.XQ,Public Sector: Policy & institutions,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),
IQ.CPA.STRC.XQ,Public Sector: Policy & institutions,CPIA structural policies cluster average (1=low to 6=high),
IQ.CPA.TRAD.XQ,Public Sector: Policy & institutions,CPIA trade rating (1=low to 6=high),
IQ.CPA.TRAN.XQ,Public Sector: Policy & institutions,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",
IQ.SCI.MTHD,Public Sector: Policy & institutions,Methodology assessment of statistical capacity (scale 0 - 100),
IQ.SCI.OVRL,Public Sector: Policy & institutions,Overall level of statistical capacity (scale 0 - 100),
IQ.SCI.PRDC,Public Sector: Policy & institutions,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),
IQ.SCI.SRCE,Public Sector: Policy & institutions,Source data assessment of statistical capacity (scale 0 - 100),
IQ.WEF.CUST.XQ,Infrastructure: Transportation,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",
IQ.WEF.PORT.XQ,Infrastructure: Transportation,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",
IS.AIR.DPRT,Infrastructure: Transportation,"Air transport, registered carrier departures worldwide",
IS.AIR.GOOD.MT.K1,Infrastructure: Transportation,"Air transport, freight (million ton-km)",
IS.AIR.PSGR,Infrastructure: Transportation,"Air transport, passengers carried",
IS.RRS.GOOD.MT.K6,Infrastructure: Transportation,"Railways, goods transported (million ton-km)",
IS.RRS.PASG.KM,Infrastructure: Transportation,"Railways, passengers carried (million passenger-km)",
IS.RRS.TOTL.KM,Infrastructure: Transportation,Rail lines (total route-km),
IS.SHP.GCNW.XQ,Infrastructure: Transportation,Liner shipping connectivity index (maximum value in 2004 = 100),
IS.SHP.GOOD.TU,Infrastructure: Transportation,Container port traffic (TEU: 20 foot equivalent units),
IT.CEL.SETS,Infrastructure: Communications,Mobile cellular subscriptions,
IT.CEL.SETS.P2,Infrastructure: Communications,Mobile cellular subscriptions (per 100 people),1
IT.MLT.MAIN,Infrastructure: Communications,Fixed telephone subscriptions,
IT.MLT.MAIN.P2,Infrastructure: Communications,Fixed telephone subscriptions (per 100 people),
IT.NET.BBND,Infrastructure: Communications,Fixed broadband subscriptions,
IT.NET.BBND.P2,Infrastructure: Communications,Fixed broadband subscriptions (per 100 people),
IT.NET.SECR,Infrastructure: Communications,Secure Internet servers,
IT.NET.SECR.P6,Infrastructure: Communications,Secure Internet servers (per 1 million people),
IT.NET.USER.P2,Infrastructure: Communications,Internet users (per 100 people),1
LP.EXP.DURS.MD,Private Sector & Trade: Trade facilitation,"Lead time to export, median case (days)",
LP.IMP.DURS.MD,Private Sector & Trade: Trade facilitation,"Lead time to import, median case (days)",
LP.LPI.CUST.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),
LP.LPI.INFR.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),
LP.LPI.ITRN.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),
LP.LPI.LOGS.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),
LP.LPI.OVRL.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Overall (1=low to 5=high),
LP.LPI.TIME.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),
LP.LPI.TRAC.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),
MS.MIL.MPRT.KD,Public Sector: Defense & arms trade,Arms imports (SIPRI trend indicator values),
MS.MIL.TOTL.P1,Public Sector: Defense & arms trade,"Armed forces personnel, total",
MS.MIL.TOTL.TF.ZS,Public Sector: Defense & arms trade,Armed forces personnel (% of total labor force),1
MS.MIL.XPND.CN,Public Sector: Defense & arms trade,Military expenditure (current LCU),
MS.MIL.XPND.GD.ZS,Public Sector: Defense & arms trade,Military expenditure (% of GDP),1
MS.MIL.XPND.ZS,Public Sector: Defense & arms trade,Military expenditure (% of central government expenditure),
MS.MIL.XPRT.KD,Public Sector: Defense & arms trade,Arms exports (SIPRI trend indicator values),
NE.CON.GOVT.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,General government final consumption expenditure (current US$),
NE.CON.GOVT.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,General government final consumption expenditure (current LCU),
NE.CON.GOVT.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,General government final consumption expenditure (constant 2010 US$),
NE.CON.GOVT.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,General government final consumption expenditure (annual % growth),
NE.CON.GOVT.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,General government final consumption expenditure (constant LCU),
NE.CON.GOVT.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,General government final consumption expenditure (% of GDP),
NE.CON.PETC.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,"Household final consumption expenditure, etc. (current US$)",
NE.CON.PETC.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,"Household final consumption expenditure, etc. (current LCU)",
NE.CON.PETC.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,"Household final consumption expenditure, etc. (constant 2010 US$)",
NE.CON.PETC.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,"Household final consumption expenditure, etc. (annual % growth)",
NE.CON.PETC.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,"Household final consumption expenditure, etc. (constant LCU)",
NE.CON.PETC.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,"Household final consumption expenditure, etc. (% of GDP)",
NE.CON.PRVT.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Household final consumption expenditure (current US$),
NE.CON.PRVT.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Household final consumption expenditure (current LCU),
NE.CON.PRVT.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,Household final consumption expenditure (constant 2010 US$),
NE.CON.PRVT.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,Household final consumption expenditure (annual % growth),
NE.CON.PRVT.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Household final consumption expenditure (constant LCU),
NE.CON.PRVT.PC.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,Household final consumption expenditure per capita (constant 2010 US$),
NE.CON.PRVT.PC.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,Household final consumption expenditure per capita growth (annual %),
NE.CON.PRVT.PP.CD,Economic Policy & Debt: Purchasing power parity,"Household final consumption expenditure, PPP (current international $)",
NE.CON.PRVT.PP.KD,Economic Policy & Debt: Purchasing power parity,"Household final consumption expenditure, PPP (constant 2011 international $)",
NE.CON.TETC.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,"Final consumption expenditure, etc. (current US$)",
NE.CON.TETC.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,"Final consumption expenditure, etc. (current LCU)",
NE.CON.TETC.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,"Final consumption expenditure, etc. (constant 2010 US$)",
NE.CON.TETC.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,"Final consumption expenditure, etc. (annual % growth)",
NE.CON.TETC.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,"Final consumption expenditure, etc. (constant LCU)",
NE.CON.TETC.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,"Final consumption expenditure, etc. (% of GDP)",
NE.CON.TOTL.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Final consumption expenditure (current US$),
NE.CON.TOTL.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Final consumption expenditure (current LCU),
NE.CON.TOTL.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,Final consumption expenditure (constant 2010 US$),
NE.CON.TOTL.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Final consumption expenditure (constant LCU),
NE.DAB.DEFL.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,Gross national expenditure deflator (base year varies by country),
NE.DAB.TOTL.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Gross national expenditure (current US$),
NE.DAB.TOTL.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Gross national expenditure (current LCU),
NE.DAB.TOTL.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,Gross national expenditure (constant 2010 US$),
NE.DAB.TOTL.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Gross national expenditure (constant LCU),
NE.DAB.TOTL.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,Gross national expenditure (% of GDP),
NE.EXP.GNFS.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Exports of goods and services (current US$),
NE.EXP.GNFS.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Exports of goods and services (current LCU),
NE.EXP.GNFS.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,Exports of goods and services (constant 2010 US$),
NE.EXP.GNFS.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,Exports of goods and services (annual % growth),
NE.EXP.GNFS.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Exports of goods and services (constant LCU),
NE.EXP.GNFS.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,Exports of goods and services (% of GDP),
NE.GDI.FPRV.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,"Gross fixed capital formation, private sector (current LCU)",
NE.GDI.FPRV.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,"Gross fixed capital formation, private sector (% of GDP)",
NE.GDI.FTOT.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Gross fixed capital formation (current US$),
NE.GDI.FTOT.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Gross fixed capital formation (current LCU),
NE.GDI.FTOT.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,Gross fixed capital formation (constant 2010 US$),
NE.GDI.FTOT.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,Gross fixed capital formation (annual % growth),
NE.GDI.FTOT.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Gross fixed capital formation (constant LCU),
NE.GDI.FTOT.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,Gross fixed capital formation (% of GDP),
NE.GDI.STKB.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Changes in inventories (current US$),
NE.GDI.STKB.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Changes in inventories (current LCU),
NE.GDI.STKB.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Changes in inventories (constant LCU),
NE.GDI.TOTL.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Gross capital formation (current US$),
NE.GDI.TOTL.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Gross capital formation (current LCU),
NE.GDI.TOTL.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,Gross capital formation (constant 2010 US$),
NE.GDI.TOTL.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,Gross capital formation (annual % growth),
NE.GDI.TOTL.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Gross capital formation (constant LCU),
NE.GDI.TOTL.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,Gross capital formation (% of GDP),
NE.IMP.GNFS.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Imports of goods and services (current US$),
NE.IMP.GNFS.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Imports of goods and services (current LCU),
NE.IMP.GNFS.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP,Imports of goods and services (constant 2010 US$),
NE.IMP.GNFS.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,Imports of goods and services (annual % growth),
NE.IMP.GNFS.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Imports of goods and services (constant LCU),
NE.IMP.GNFS.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,Imports of goods and services (% of GDP),
NE.RSB.GNFS.CD,Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,External balance on goods and services (current US$),
NE.RSB.GNFS.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,External balance on goods and services (current LCU),
NE.RSB.GNFS.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,External balance on goods and services (constant LCU),
NE.RSB.GNFS.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,External balance on goods and services (% of GDP),
NE.TRD.GNFS.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,Trade (% of GDP),1
NV.AGR.TOTL.CD,Economic Policy & Debt: National accounts: US$ at current prices: Value added,"Agriculture, value added (current US$)",
NV.AGR.TOTL.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Value added,"Agriculture, value added (current LCU)",
NV.AGR.TOTL.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Value added,"Agriculture, value added (constant 2010 US$)",
NV.AGR.TOTL.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,"Agriculture, value added (annual % growth)",
NV.AGR.TOTL.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Value added,"Agriculture, value added (constant LCU)",
NV.AGR.TOTL.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,"Agriculture, value added (% of GDP)",1
NV.IND.MANF.CD,Economic Policy & Debt: National accounts: US$ at current prices: Value added,"Manufacturing, value added (current US$)",
NV.IND.MANF.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Value added,"Manufacturing, value added (current LCU)",
NV.IND.MANF.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Value added,"Manufacturing, value added (constant 2010 US$)",
NV.IND.MANF.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,"Manufacturing, value added (annual % growth)",
NV.IND.MANF.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Value added,"Manufacturing, value added (constant LCU)",
NV.IND.MANF.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,"Manufacturing, value added (% of GDP)",1
NV.IND.TOTL.CD,Economic Policy & Debt: National accounts: US$ at current prices: Value added,"Industry, value added (current US$)",
NV.IND.TOTL.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Value added,"Industry, value added (current LCU)",
NV.IND.TOTL.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Value added,"Industry, value added (constant 2010 US$)",
NV.IND.TOTL.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,"Industry, value added (annual % growth)",
NV.IND.TOTL.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Value added,"Industry, value added (constant LCU)",
NV.IND.TOTL.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,"Industry, value added (% of GDP)",1
NV.MNF.CHEM.ZS.UN,Economic Policy & Debt: National accounts: Shares of GDP & other,Chemicals (% of value added in manufacturing),
NV.MNF.FBTO.ZS.UN,Economic Policy & Debt: National accounts: Shares of GDP & other,"Food, beverages and tobacco (% of value added in manufacturing)",
NV.MNF.MTRN.ZS.UN,Economic Policy & Debt: National accounts: Shares of GDP & other,Machinery and transport equipment (% of value added in manufacturing),
NV.MNF.OTHR.ZS.UN,Economic Policy & Debt: National accounts: Shares of GDP & other,Other manufacturing (% of value added in manufacturing),
NV.MNF.TXTL.ZS.UN,Economic Policy & Debt: National accounts: Shares of GDP & other,Textiles and clothing (% of value added in manufacturing),
NV.SRV.TETC.CD,Economic Policy & Debt: National accounts: US$ at current prices: Value added,"Services, etc., value added (current US$)",
NV.SRV.TETC.CN,Economic Policy & Debt: National accounts: Local currency at current prices: Value added,"Services, etc., value added (current LCU)",
NV.SRV.TETC.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Value added,"Services, etc., value added (constant 2010 US$)",
NV.SRV.TETC.KD.ZG,Economic Policy & Debt: National accounts: Growth rates,"Services, etc., value added (annual % growth)",
NV.SRV.TETC.KN,Economic Policy & Debt: National accounts: Local currency at constant prices: Value added,"Services, etc., value added (constant LCU)",
NV.SRV.TETC.ZS,Economic Policy & Debt: National accounts: Shares of GDP & other,"Services, etc., value added (% of GDP)",1
NY.ADJ.AEDU.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: education expenditure (current US$),
NY.ADJ.AEDU.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: education expenditure (% of GNI),
NY.ADJ.DCO2.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: carbon dioxide damage (current US$),
NY.ADJ.DCO2.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: carbon dioxide damage (% of GNI),
NY.ADJ.DFOR.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: net forest depletion (current US$),
NY.ADJ.DFOR.GN.ZS,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: net forest depletion (% of GNI),
NY.ADJ.DKAP.CD,Economic Policy & Debt: National accounts: Adjusted savings & income,Adjusted savings: consumption of fixed capital (current US$),
